Loc,Item,Size,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#
GA,013055PT,#5 PATIO TREE,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,14949130650
GA,13211,#1 STAKED,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,14949132111
CA,013211BH,#1 BUSH,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,14949219003
GA,13215,#5 STAKED,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,14949132159
GA,013215PT,#5 PATIO TREE,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,14949131855
CA,037022BH,#2 BUSH,BOUG RED,                                                            ,                                                            ,,,14949372647
CA,037025BH,#5 BUSH,BOUG RED,                                                            ,                                                            ,,,14949288085
CA,013231BH,#1 BUSH,BOUG ROSENKA,Bougainvillea 'Rosenka'                                     ,Rosenka Bougainvillea                                       ,,,14949345276
CA,013235PT,#5 PATIO TREE,BOUG ROSENKA,Bougainvillea 'Rosenka'                                     ,Rosenka Bougainvillea                                       ,,,14949132852
CA,13251,#1 STAKED,BOUG SCARLETT OHARA(SN DGO RED,Bougainvillea 'Scarlett O'Hara' (a.k.a. San Diego Red)      ,Scarlett O'Hara Bougainvillea                               ,,,14949132517
CA,13255,#5 STAKED,BOUG SCARLETT OHARA(SN DGO RED,Bougainvillea 'Scarlett O'Hara' (a.k.a. San Diego Red)      ,Scarlett O'Hara Bougainvillea                               ,,,14949132555
CA,38141,#1 STAKED,BOUG SHARON WESLEY,Bougainvillea 'Sharon Wesley'                               ,Sharon Wesley Bougainvillea                                 ,,,14949233818
CA,095742BH,#2 BUSH,BOUG SUNVILLEA TM CREAM P22112,"Bougainvillea x 'Sasara' P.P.# 22,112                       ",Sunvillea™  Cream Dwarf Bougainvillea,,Y,14949381939
CA,095752BH,#2 BUSH,BOUG SUNVILLEA TM PINK PP22113,"Bougainvillea x 'Kasumi' P.P.# 22,113                       ",Sunvillea™  Pink Dwarf Bougainvillea,,Y,14949378571
CA,13025,#5 STAKED,BOUG TAHITIAN DAWN R,Bougainvillea 'Monan'                                       ,Tahitian Dawn®  Bougainvillea,,,14949130254
CA,13451,#1 STAKED,BOUG TEXAS DAWN TM,Bougainvillea 'Monas'                                       ,Texas Dawn™  Bougainvillea,,,14949134511
CA,012671BH,#1 BUSH,BOUG TORCH GLOW,Bougainvillea 'Torch Glow'                                  ,Torch Glow Bougainvillea                                    ,,OLD,14949345283
CA,090111BH,#1 BUSH,BOUG WHITE STRIPE,Bougainvillea spectabilis 'White Stripe'                    ,White Stripe Bougainvillea                                  ,,OLD,14949360422
CA,090141BH,#1 BUSH,BOUG YANI'S DELIGHT,Bougainvillea glabra 'Yani's Delight'                       ,Yani's Delight Bougainvillea                                ,,,14949345306
CA,13501,#1,BRUNFELSIA FLORIBUNDA,Brunfelsia pauciflora 'Floribunda'                          ,"Yesterday, Today And Tomorrow                               ",,,14949135013
GA,13435,#5,BRUNFELSIA MAGNIFICA,Brunfelsia magnifica                                        ,Magnificent Brunfelsia                                      ,,,14949134351
CT,35382,#2,BRUNNERA MAC JACK FROST P13859,Brunnera macrophylla 'Jack Frost' P.P.# 13859               ,Jack Frost Siberian Bugloss                                 ,,,14949400883
CT,401171S,SuperOne TM,BRUNNERA MAC PURE OF HEART,                                                            ,                                                            ,,,14949389089
OR,13651,#1,BRUNNERA MAC VARIEGATA,Brunnera macrophylla 'Variegata'                            ,Variegated Siberian Bugloss                                 ,,,14949136515
CT,401222,#2,BUD BUTTERFLY HEAVEN PP19935,                                                            ,                                                            ,,,14949389102
CT,401242,#2,BUD FLTBY FLW TM LVNDR P22098,                                                            ,                                                            ,,BHC,14949389133
CT,401252,#2,BUD FLTBY PTE R BL HEVN P22069,                                                            ,                                                            ,,BHC,14949389140
CT,84462,#2,BUD FLTBY PTE R SNOW WT P22143,                                                            ,                                                            ,,BHC,14949400890
CT,401272,#2,BUD FLTBY PTE R TUT FRT P22177,                                                            ,                                                            ,,BHC,14949389157
CA,074411S,SuperOne TM,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,14949335680
GA,074411S,SuperOne TM,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,1,PW,14949335680
CT,074412S,SuperTwo,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,14949335697
GA,074412S,SuperTwo,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,14949335697
GA,74415,#5,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,14949350195
CA,080811S,SuperOne TM,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,14949360989
GA,080811S,SuperOne TM,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,1,PW,14949360989
CA,080812S,SuperTwo,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,14949360996
CT,080812S,SuperTwo,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,14949360996
GA,080812S,SuperTwo,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,14949360996
CA,080791S,SuperOne TM,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,14949345870
CA,080792S,SuperTwo,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,14949360972
CT,080792S,SuperTwo,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,14949360972
CA,077411S,SuperOne TM,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,14949355787
GA,077411S,SuperOne TM,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,14949355787
CA,077412S,SuperTwo,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,14949361030
CT,077412S,SuperTwo,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,14949361030
GA,077412S,SuperTwo,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,14949361030
CT,401302,#2,BUD SUMMER SKIES PP22465,                                                            ,                                                            ,,PW,14949389171
CT,401232S,SuperTwo,BUD TEMPTATIONS TM COTTON CNDY,                                                            ,                                                            ,,,14949389188
CT,401262S,SuperTwo,BUD TEMPTATIONS TM LAVNDR PTE,                                                            ,                                                            ,,,14949389195
CA,034661S,SuperOne TM,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949350140
GA,034661S,SuperOne TM,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949350140
CA,034662S,SuperTwo,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949335390
GA,034662S,SuperTwo,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949335390
CA,34665,#5,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949350164
GA,34665,#5,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,PW,14949350164
CA,13781,#1,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,,,14949137819
GA,13781,#1,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,,,14949137819
CA,13782,#2,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,,,14949137826
GA,13783,#3,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,,,14949026656
CA,13785,#5,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,,,14949137857
CT,18272,#2,BUDDLEJA DAV NANHOENSIS BLUE,Buddleja davidii 'Nanho Blue'                               ,NANHO BLUE BUTTERFLY BUSH                                   ,,,14949055298
CT,2512,#2,BUDDLEJA DAV NANHOENSIS PURPLE,                                                            ,                                                            ,,,14949400982
CA,034671S,SuperOne TM,BUDDLEJA DAV PEACOCK TM,Buddleja davidii 'Peakeep'                                  ,English Butterfly™  Peacock™  Butterfly Bush,,PW,14949350102
GA,034672S,SuperTwo,BUDDLEJA DAV PEACOCK TM,Buddleja davidii 'Peakeep'                                  ,English Butterfly™  Peacock™  Butterfly Bush,,PW,14949335352
CA,34675,#5,BUDDLEJA DAV PEACOCK TM,Buddleja davidii 'Peakeep'                                  ,English Butterfly™  Peacock™  Butterfly Bush,,PW,14949350119
CA,13771,#1,BUDDLEJA DAV PETITE INDIGO R,Buddleja davidii nanhoensis 'Mongo'                         ,Petite Indigo®  Dwarf Butterfly Bush,,,14949137710
GA,13771,#1,BUDDLEJA DAV PETITE INDIGO R,Buddleja davidii nanhoensis 'Mongo'                         ,Petite Indigo®  Dwarf Butterfly Bush,,,14949137710
CA,13772,#2,BUDDLEJA DAV PETITE INDIGO R,Buddleja davidii nanhoensis 'Mongo'                         ,Petite Indigo®  Dwarf Butterfly Bush,,,14949137727
GA,13773,#3,BUDDLEJA DAV PETITE INDIGO R,Buddleja davidii nanhoensis 'Mongo'                         ,Petite Indigo®  Dwarf Butterfly Bush,,,14949011058
CA,13775,#5,BUDDLEJA DAV PETITE INDIGO R,Buddleja davidii nanhoensis 'Mongo'                         ,Petite Indigo®  Dwarf Butterfly Bush,,,14949137758
CA,13761,#1,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,14949137611
GA,13761,#1,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,14949137611
CA,13762,#2,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,14949137628
GA,13763,#3,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,14949011027
CA,13765,#5,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,14949137659
CA,13571,#1,BUDDLEJA DAV PETITE SNOW TM,Buddleja davidii 'Monite'                                   ,Petite Snow™  Butterfly Bush,,,14949135716
GA,13571,#1,BUDDLEJA DAV PETITE SNOW TM,Buddleja davidii 'Monite'                                   ,Petite Snow™  Butterfly Bush,,,14949135716
CA,13572,#2,BUDDLEJA DAV PETITE SNOW TM,Buddleja davidii 'Monite'                                   ,Petite Snow™  Butterfly Bush,,,14949135723
GA,13573,#3,BUDDLEJA DAV PETITE SNOW TM,Buddleja davidii 'Monite'                                   ,Petite Snow™  Butterfly Bush,,,14949010785
CA,13575,#5,BUDDLEJA DAV PETITE SNOW TM,Buddleja davidii 'Monite'                                   ,Petite Snow™  Butterfly Bush,,,14949135754
CA,13791,#1,BUDDLEJA DAV PINK DELIGHT,Buddleja davidii 'Pink Delight'                             ,Pink Delight Butterfly Bush                                 ,,,14949137918
